company,title,location,skills,info,skill_match_percentage
DREAMAJAX TECHNOLOGIES,PYTHON DEVELOPER,Bengaluru / Bangalore,"['python', 'django', 'api', 'sql', 'nosql']",https://m.timesjobs.com/mobile/job-detail/python-developer-dreamajax-technologies-bengaluru-bangalore-4-to-7-yrs-jobid-QP62Nb779jFzpSvf__PLUS__uAgZw==&bc=+&sequence=3,100.0
